,index_x,id,app_name,ads,end_user,freemium,pay_per_use,subscription_flatrate,monthly_price,yearly_price,free_or_only_lifetime,test_period,welcome_discount,index_y,Unnamed: 0,at,content,content_nonstop,score,price_category,sentiment
1177,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1177,1177,2022-05-25 13:26:25,"Great app, you can easily lose some weight",great easily lose,5,1,positive
1178,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1178,1178,2022-05-22 09:27:47,"after using this app for few years the most frustrating issue is to find the product that I use on daily basis, I don't know why the list is always full of things i never use, especially in Recent category . Takes ages to find your favorite chicken even if you put it on favourites list. Easiest way is to scan barcode or copy meal from previous use.",year frustrating issue find product daily basis know list always full thing never especially recent category take age find favorite chicken put favourite list easy way scan barcode copy previous,4,1,positive
1179,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1179,1179,2022-05-21 20:49:41,Unable to buy premium via Google Playstore.. Transaction getting cancelled midway. Frustrating.,unable buy premium via google playstore transaction getting cancel midway frustrating,2,1,negative
1180,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1180,1180,2022-05-19 18:38:50,"Awesome, really helps me out to track the calories",awesome help,5,1,positive
1181,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1181,1181,2022-05-19 01:21:47,"I would rate the app a 5 but everytime I go out of settings it changes my info birthday, height etc. It's going to make me delete the app. Because it isn't keeping up with anything correctly so what is the point. I have the free version and an Android. I don't know why it would make a difference I just figured I would say.",would rate 5 everytime go setting change info birthday height etc go delete anything correctly point free version android know would difference figure would say,3,1,neutral
1182,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1182,1182,2022-05-13 19:06:13,Website version of this app does not work if I have facebook connections blocked in my network. The fact it does not want to work at all without trying to send my data to Zuckerpluck makes this app and website very suspictious and should be treated as a malware.,website version work facebook connection block network fact want work without send datum zuckerpluck website suspictious treat malware,2,1,negative
1183,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1183,1183,2022-05-13 15:04:01,"As suggested by your answer I checked the website, there are only 2 options: monthly or yearly, nothing else. The base app is ok, but too much ads for my liking. I also wouldn't mind buying it, but the only way to do so is subscription based - hell nah.",suggest answer check website 2 option monthly yearly nothing else base ok much ad liking also would mind buy way subscription base hell nah,3,1,neutral
1184,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1184,1184,2022-05-12 16:42:01,"So far this seems like a well rounded app. I just wish it had ounce measurements for the water. If it does, I haven't found it.",far seem like well rounded wish ounce measurement water find,4,1,positive
1185,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1185,1185,2022-05-11 09:11:09,Almost everything works great! The only issue is that some products are duplicated and you need to check the actual nutritional value before choosing the right one. It should be easier to mark the inaccurate products and they should be somehow reviewed.,almost everything work great issue product duplicate need check actual nutritional value choose right one easy mark inaccurate product somehow review,5,1,positive
1186,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1186,1186,2022-05-05 20:47:13,"Seems to be a good app, but I have not much experience with it. I like scanning bar codes function, and quite big database of products.",seem good much experience like scan bar code function quite big database product,4,1,positive
1187,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1187,1187,2022-04-19 07:40:53,"Absolutely love the app, I think it is wonderful and detailed, clearly lots of planning and care went into it. However, and that is the only negative thing I can think of; having to get premium in order to link certain fitness apps to it? That is a bit unreasonable. The rest, I completely understand and support.",absolutely love think wonderful detailed clearly lot planning care go however negative thing think premium order link certain bit unreasonable rest completely understand support,4,1,positive
1188,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1188,1188,2022-04-08 22:09:31,does the job spot on,job spot,5,1,positive
1189,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1189,1189,2022-04-03 21:06:38,"Easy to use, excellent detailed tracking features. Occasionally it lags a bit, but overall it's a great app.",easy excellent detailed tracking feature occasionally lag bit overall great,4,1,positive
1190,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1190,1190,2022-03-22 15:30:28,App is overall good just it's database is kind of empty bar code can't identify a single product. M yu fitness pal database is really good,overall good database kind empty bar code identify single product yu pal database good,4,1,positive
1191,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1191,1191,2022-03-15 18:42:09,Really like this app but cannot be connected to newer versions of Huawei Health 😞,like connect new version huawei health,5,1,positive
1192,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1192,1192,2022-03-15 11:49:22,Low rating for bringing politics to the app. Please remove that immediately.,low rating bring politic please remove immediately,1,1,negative
1193,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1193,1193,2022-03-10 23:44:26,The best calorie counter you can get. I tried quite a few myself.,good counter quite,5,1,positive
1194,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1194,1194,2022-02-28 02:36:14,"Simple, reliable and clear. Records daily weight and shows it to you on a line graph. Exactly what I needed.",simple reliable clear record daily show line graph exactly need,5,1,positive
1195,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1195,1195,2022-02-28 01:53:29,Really good app to track your weight loss. Have had no issues with it and haven't noticed the adds,good loss issue notice add,5,1,positive
1196,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1196,1196,2022-02-28 01:48:51,Simply love this app ... the interface is readily accessible with great information to keep you motivated and on track ... Thank you developer's,simply love interface readily accessible great information motivated thank developer,5,1,positive
1197,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1197,1197,2022-02-27 09:53:35,"Easy, useful, organized. Have never had a problem with this app. I tried many weight tracking apps that I quickly deleted but finally found this app and I would never delete it. It's one of my favorite apps on my phone and I use it daily with satisfaction. I like its user friendly interface. I love that it includes a graph of your weight over periods of time, as well as a list of dates with weight loss/gain amount. I don't find the ads to ruin my experience, Please keep this app top quality.",easy useful organize never problem many tracking quickly delete finally find would never delete one favorite phone daily satisfaction like user friendly interface love include graph period time well list date loss gain amount find ad ruin experience please top quality,5,1,positive
1198,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1198,1198,2022-02-27 09:50:35,"Great app! How do I add before picture that is already on my phone. I hit the + icon and it says ""no apps can perform this action""",great add picture already phone hit icon say perform action,5,1,positive
1199,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1199,1199,2022-02-27 09:49:48,very easy to use. I love watching my progress on spps' scale.,easy love watch progress spp scale,5,1,positive
1200,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1200,1200,2022-02-27 09:47:00,Simple and useful,simple useful,5,1,positive
1201,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1201,1201,2022-02-27 09:03:40,"Great app, simple to use, love keeping on track with all weigh ins, great, good and not so good 😅",great simple love weigh great good good,5,1,positive
1202,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1202,1202,2022-02-27 09:00:09,Works well for me to be able to track my weight. Easy to set and change a goal.,work well able easy set change goal,5,1,positive
1203,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1203,1203,2022-02-27 08:59:19,Perfect app for me. Really easy to put the weight in anytime I go to the scale and it tracks it. That's it.,perfect easy put anytime go scale,5,1,positive
1204,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1204,1204,2022-02-27 01:48:33,"This is an amazing app. It is perfect if you want to just track your weight. It's very simple and straightforward with a nice stats section, and I love the history of your entries! There are no limits to weights or weight goals, so no matter where you're beginning or ending, you can track it! It als...",amazing perfect want simple straightforward nice stat section love history entry limit goal matter begin end al,5,1,positive
1205,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1205,1205,2022-02-27 01:46:10,Simple and clear. Best free monitoring/ tracking app I have found. Also really good that it offers St/lbs/kg as most seem.to be aimed at US users and only offer lbs,simple clear good free monitoring find also good offer st lbs kg seemto aim user offer lbs,5,1,positive
1206,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1206,1206,2022-02-27 01:45:24,Love this app it is so easy to use and really helps me keep a record of what I'm eating...I use Exante products as well and am nearly to my goal weight in under 12 weeks.,love easy help record eat exante product well nearly goal 12 week,5,1,positive
1207,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1207,1207,2022-02-27 01:42:17,Great app. Easy to set-up and very user friendly. Very happy to have found this app after having continual problems with former one. Able to input history easily and takes new information daily with absolutely no difficulty. Great app and highly recommend. Dr. Ronald Harshman,great easy set user friendly happy find continual problem former one able input history easily take new information daily absolutely difficulty great highly recommend dr ronald harshman,5,1,positive
1208,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1208,1208,2022-02-26 14:26:10,"great app, would be good if it moved with the months instead of the whole history on one page.",great would good move month instead whole history one page,5,1,positive
1209,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1209,1209,2022-02-26 14:23:34,I've been using this app for a long time with only a couple issues. had issues with google fit sync and with downloading my data that were eventually figured out. overall a good tracker,long time couple issue issue google fit sync download datum eventually figure overall good tracker,5,1,positive
1210,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1210,1210,2022-02-26 14:22:46,A great app to let you view your progress and shows you where your at on your journey,great let view progress show journey,5,1,positive
1211,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1211,1211,2022-02-26 14:19:50,"I'm finding this app really useful. It is helping to motivated me during weight loss in a number of ways. I love the way you can change the chart to show weight, fat %, or BMI I wouldn't be without it",find useful help motivated loss number way love way change chart show fat bmi would without,5,1,positive
1212,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1212,1212,2022-02-26 12:41:19,Simple and easy to use. Everything I need to focus on tracking my weight.,simple easy everything need focus,5,1,positive
1213,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1213,1213,2022-02-26 12:40:24,My fav app as simple as you need it to be while offering useful functionality. Google sync can be turned on and off if out of whack and everything resets.,fav simple need offer useful functionality google sync turn whack everything reset,5,1,positive
1214,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1214,1214,2022-02-26 12:34:53,Love it...very helpful..work hard this time still the best 👌 app for weight loss,love helpful work hard time still good loss,5,1,positive
1215,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1215,1215,2022-02-26 12:33:54,"The app is very helpful to keep track of your weight. I paid to remove the ads, which is an option I appreciate, and it's been very helpful in my journey to try and lose some of the weight I gained over the years. It's simple, but it does it well",helpful pay remove ad option appreciate helpful journey lose gain year simple well,5,1,positive
1216,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1216,1216,2022-02-26 03:06:17,One of the best app to track your weight goals...you can add historical entries as well...very easy and reliable.,one good goal add historical entry well easy reliable,5,1,positive
1217,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1217,1217,2022-02-26 03:02:20,Love this app it is so useful and helpful when it comes to keeping track,love useful helpful come,5,1,positive
1218,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1218,1218,2022-02-26 02:33:31,"Good app, easy to understand and easy to follow, start page is awesome as it has everything you need on the starting page. And end of month report is awesome as well. Thanks. Also the end month review is awesome, thanks for creating that.",good easy understand easy follow start page awesome everything need starting page end month report awesome well thank also end month review awesome thank create,5,1,positive
1219,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1219,1219,2022-02-26 02:30:39,"Great app for logging and tracking weight. The incentive is always there to continue to lose weight or stay within a defined set point. Used the app for a year and lost 9kg in the first four months. Now tracking weight within a 2kg tolerance eating pretty much what I want. If I get towards the top end of the tolerance I just cut back using the app as the driver. I feel fitter, healthier and mentally charged every day.",great logging incentive always continue lose stay within define set point year lose 9 kg first four month within 2 kg tolerance eat pretty much want towards top end tolerance cut back driver feel fitter healthy mentally charge every day,5,1,positive
1220,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1220,1220,2022-02-26 02:29:30,It does what I was wanting. I needed a graph for weight loss and to see what my trend was. 2.6lbs a week. I tried Libra but it was overcomplicated and I'm glad I'm using this app now.,want need graph loss see trend 26lbs week libra overcomplicate glad,5,1,positive
1221,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1221,1221,2022-02-26 02:26:27,"Great app for monitoring weight, it also provides BMI and graphical view of logged weights.",great monitor also provide bmi graphical view logged,5,1,positive
1222,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1222,1222,2022-02-26 02:25:03,"Simplest and easiest app put there. I use one profile for weight and one for waist and use kg=cm as the metric, but a separate ""waist configuration per profile "" would help. People track waist more than weight sometimes.",simple easy put one profile one waist kg cm metric separate waist configuration per profile would help people waist sometimes,5,1,positive
1223,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1223,1223,2022-02-25 13:54:21,App looks very nice and intuitive. There is a lot of options for customization. I plan to import my all historical data form Excel to this app and use it is as tracker for my body analyzer scale.,look nice intuitive lot option customization plan import historical datum form excel tracker body analyzer scale,5,1,positive
1224,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1224,1224,2022-02-25 13:51:11,simple and flexible for tracking weight,simple flexible,5,1,positive
1225,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1225,1225,2022-02-25 13:50:06,Great app!! I've been using it for about a year & its easy to use & understand.,great year easy understand,5,1,positive
1226,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1226,1226,2022-02-25 13:47:08,It would be nice if I could select the date range that I'd like to see charted instead of a standard # of months or all and the ability to add comments in the entries. I wanted simple but it's almost too basic in my personal opinion.,would nice could select date range would like see charted instead standard month ability add comment entry want simple almost basic personal opinion,5,1,positive
1227,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1227,1227,2022-02-25 13:00:26,"Perfect - exactly what I wanted. Simple, easy tracker for weight and BMI. Ads on free version are quick (and weight loss related). A lot of the other apps want a lot of personal and contact info and then try to sell you programs - this app just tracks your weight loss and gives you great options for reviewing progress/results. Highly recommend.",perfect exactly want simple easy tracker bmi ad free version quick loss relate lot want lot personal contact info sell program loss give great option review progress result highly recommend,5,1,positive
1228,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1228,1228,2022-02-25 12:58:59,Lovely visual product. Not just a graph line.,lovely visual product graph line,5,1,positive
1229,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1229,1229,2022-02-25 12:55:14,Love this app simple direct then it died today,love simple direct die today,5,1,positive
1230,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1230,1230,2022-02-25 12:53:51,"Good app, simple to use and effective.",good simple effective,5,1,positive
1231,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1231,1231,2022-02-25 12:52:00,Great app for helping me keep track on my weight loss journey. Very user friendly with great information.,great help loss journey user friendly great information,5,1,positive
1232,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1232,1232,2022-02-25 03:56:17,This has helped me stay on my diet and keep lost weight off. Extremely easy to use,help stay lose extremely easy,5,1,positive
1233,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1233,1233,2022-02-25 03:46:34,Great app to keep me on track and so easy to use!,great easy,5,1,positive
1234,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1234,1234,2022-02-25 03:43:36,"Love it, great way to stay on track",love great way stay,5,1,positive
1235,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1235,1235,2022-02-25 02:46:25,"Best weight tracking app there is! (I tried about like 7 of them). It also lets you NOT to choose your weight goal! I don't have problem putting on or losing weight, so I just want to watch my weight and compare it with how I feel to find my ideal weight. P.S. Thanks for info about new icon!)",good like 7 also let choose goal problem put lose want watch compare feel find ideal ps thank info new icon,5,1,positive
1236,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1236,1236,2022-02-25 02:39:57,"Pro user here, and really enjoy using this app. Ditched all my similar apps because nothing compares. :D Please add a feature where we can set a ""weight we shouldn't go over""? Perhaps on the graph it can show a line which we must not cross. xoxo!",pro user enjoy ditch similar nothing compare please add feature set go perhaps graph show line must cross xoxo,5,1,positive
1237,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1237,1237,2022-02-25 02:31:04,"Straightforward, and simple. Does the one thing it promises, keeps a record of weight over time.",straightforward simple one thing promise record time,5,1,positive
1238,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1238,1238,2022-02-25 02:27:50,Very helpfull to keep track of weight loss,helpfull loss,5,1,positive
1239,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1239,1239,2022-02-24 13:15:49,The app is easy to use with no ads. It includes all the vital information you need to track your weight loss.,easy ad include vital information need loss,5,1,positive
1240,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1240,1240,2022-02-24 12:26:08,"Easy to use and great information. (Sometimes not too happy with the information, lol, but it's accurate and useful.)",easy great information sometimes happy information lol accurate useful,5,1,positive
1241,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1241,1241,2022-02-24 09:12:36,absolutely love this app. It's been my go to for tracking weight loss,absolutely love go loss,5,1,positive
1242,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1242,1242,2022-02-24 04:07:58,"Brilliant, good way to track weight loss or gains and it prompts you to weigh yourself at a set time daily. I don't pay attention too much to BMI rating as everyone is different although that too is built in. Be nice to see samsung health integration and not just Google fit but other than that, it's good. Ads aren't intrusive but I paid £3.59 to remove moreso as this app has helped me lose over 2 stone by focusing on it daily, thank you 👍",brilliant good way loss gain prompt weigh set time daily pay attention much bmi rating everyone different although build nice see samsung health integration google fit good ad intrusive pay 359 remove moreso help lose 2 stone focus daily thank,5,1,positive
1243,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1243,1243,2022-02-24 04:04:28,This app does everything I needed it to do. Very motivation to watch the graph go down!,everything need motivation watch graph go,5,1,positive
1244,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1244,1244,2022-02-24 03:29:26,Great App! Can you add body measurement?,great add body measurement,5,1,positive
1245,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1245,1245,2022-02-24 03:26:26,Seems good after the first month. Ads are pretty unobtrusive.,seem good first month ad pretty unobtrusive,5,1,positive
1246,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1246,1246,2022-02-24 02:33:26,This is a great and simple app för weight tracking. I really recommend it!,great simple för tracking recommend,5,1,positive
1247,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1247,1247,2022-02-24 02:09:34,So far this has been the app that has worked for me. The interface is clean and easy to follow. The graph shows up right away and can be understood easily. The daily reminders work well and are fun to input. I've tried other apps and this one has the nicest interface and display. Note to developers-adding a goal date for the weight loss could be a good addition Hope anyone who made it this far has a great day and good luck with your active living goals!,far work interface clean easy follow graph show right away understand easily daily reminder work well fun input one nice interface display note developer add goal date loss could good addition hope anyone far great day good luck active living goal,5,1,positive
1248,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1248,1248,2022-02-23 10:36:00,It's great! As someone trying to gain weight it doesn't make the arrow red or subconsciously show gaining is bad. It's also easy to used and does math to show new results. Have gained over 20 pounds with it!,great someone gain arrow red subconsciously show gain bad also easy math show new result gain 20 pound,5,1,positive
1249,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1249,1249,2022-02-23 09:02:50,Good reliable simple tracker,good reliable simple tracker,5,1,positive
1250,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1250,1250,2022-02-23 03:37:54,"Love this app! Very simple and easy to use, no B.S.!",love simple easy bs,5,1,positive
1251,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1251,1251,2022-01-27 14:03:15,Great app. It makes the diet much easier. I feel I have better control over what and how much I eat.,great much easy feel well control much eat,5,1,positive
1252,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1252,1252,2022-01-26 13:01:32,"Great app, very good contact with support team, 6 stars, needs couple improvements, (total carb with fibre is the bigest issue for me)",great good contact support team 6 star need couple improvement total carb fibre big issue,4,1,positive
1253,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1253,1253,2022-01-21 22:22:43,"The app is fine, I like it, but I can't get it to connect to Google Fit for some reason. When I try to and click the checkbox (either one) it just says ""The application has not been connected"".",fine like connect google fit reason click checkbox either one say application connect,4,1,positive
1254,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1254,1254,2022-01-11 08:11:02,"Well, a last few days it requires a log in. Why??? I dont want to log in, just use it as before.",well last day require log want log,1,1,negative
1255,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1255,1255,2022-01-07 20:14:54,Just starting with the app and I like it. The only issue is that I have set the daily goal kcal in settings but but is not updating it on the meal plan screen.,start like issue set daily goal kcal setting update plan screen,4,1,positive
1256,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1256,1256,2022-01-07 01:00:23,"I preferred the smaller font and item sizes and wish we could have a setting to choose for ourselves, but apart from that no complains. Everything else works wonderfully and that's just the free version!",prefer small font item size wish could setting choose apart complain everything else work wonderfully free version,5,1,positive
1257,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1257,1257,2021-12-28 04:41:46,I downloaded and used it very quickly after being introduced from a friend. It did not disappoint me.,download quickly introduce friend disappoint,5,1,positive
1258,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1258,1258,2021-12-28 04:37:15,Thank you to experts as well as developers. I have success with this application,thank expert well developer success application,5,1,positive
1259,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1259,1259,2021-12-28 04:24:11,Special application and outstanding compared to other bookmakers. Fake and handy menu,special application outstanding compare bookmaker fake handy menu,5,1,positive
1260,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1260,1260,2021-12-28 04:20:02,"Searched for so long for an app like this, and luckily I met and downloaded it right away",search long like luckily meet download right away,5,1,positive
1261,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1261,1261,2021-12-28 04:19:22,"Good app with great health workout, what are you waiting for without trying it right away",good great health workout wait without right away,5,1,positive
1262,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1262,1262,2021-12-28 04:16:07,Very lucky and happy to have and use it every day. The app I really like the most ever,lucky happy every day like ever,5,1,positive
1263,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1263,1263,2021-12-28 04:13:29,Criticized application of entertainment as good and excellent as what it says,criticize application entertainment good excellent say,5,1,positive
1264,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1264,1264,2021-12-28 04:01:56,Tons of exercise options. From zumba to hiit workouts. I came with my Fitatu. Loving it.,ton exercise option zumba hiit workout come fitatu love,5,1,positive
1265,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1265,1265,2021-12-28 03:48:51,"Great, very easy to use tracking weight loss, water reminder",great easy loss water reminder,5,1,positive
1266,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1266,1266,2021-12-28 03:44:05,A really good fitness app with exceptional instructor and a very supportive community.,good exceptional instructor supportive community,5,1,positive
1267,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1267,1267,2021-12-28 03:40:13,"The app has great instructors, content, easy to navigate. The community is excellent. Highly recommend this affordable fitness environment.",great instructor content easy navigate community excellent highly recommend affordable environment,5,1,positive
1268,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1268,1268,2021-12-28 03:39:59,Love the app and classes! Use it with my Fitatu Calorie Counter,love class fitatu counter,5,1,positive
1269,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1269,1269,2021-12-28 03:36:54,"Training schedule really suits me, I join live classes which are many throughout the day and if there's any clash there.. .",training schedule suit join live class many throughout day clash,5,1,positive
1270,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1270,1270,2021-12-28 03:33:58,The best thing I did for myself. I love it. There is so much to chose from . If they could get the garmin smart watches to connect would be a great addition,good thing love much chose could garmin smart watch connect would great addition,5,1,positive
1271,7,7,Fitatu Kalorienzähler & Diät,1,1,1,0,1,6.99,71.99,0,0.0,1.0,1271,1271,2021-12-28 03:33:11,Fitatu has literally changed my life and my fitness. The app is fantastic but the community and the products are amazing! Do yourself a favor! It could change your life!,fitatu literally change life fantastic community product amazing favor could change life,5,1,positive
