,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,lang,app_name,source
709,116,1033200f-aa75-4f4a-87d8-0f66e2a89011,stella kimemia,https://play-lh.googleusercontent.com/a-/AFdZucrKesb4K8ycTvk6N6p2cRNmDPcSxK1lI8Y-0t-psg,"Great and easy to use, but needs to update more recipes.",4,7,6.0.4.9,2020-07-27 23:47:52,,,en,Ernährungstagebuch,most_relevant
710,285,058bd0eb-7883-45d3-b927-c89effce0b13,Misael Padilla,https://play-lh.googleusercontent.com/a-/AFdZucrOCjQ2aD9QosUNPGiFiPRB8drxKLw8-RgQvj9lag,Really great. LOVE,5,0,6.0.4.9,2020-07-25 15:08:16,,,en,Ernährungstagebuch,most_relevant
711,282,345ce1df-a6c9-4158-9237-e25a531a5e70,Jeniezen Galang,https://play-lh.googleusercontent.com/a-/AFdZucphzXou_GkZJwmyHHfKR3ZldaLNx8czxldNs7ro,The app is nice.,5,0,6.0.4.9,2020-07-24 04:08:59,,,en,Ernährungstagebuch,most_relevant
712,101,5577891d-cf79-45aa-84f7-dbbac7f32c20,Rebecca Brown,https://play-lh.googleusercontent.com/a-/AFdZucohklGyAVBhQiMpPpuTJZ5R4gMpoNcZ304DbBWmfA,"I like that i can pick the portions quickly, and the pictures help me find the food i eat easier",5,3,6.0.4.9,2020-07-06 12:22:56,,,en,Ernährungstagebuch,most_relevant
713,55,b3c9889a-8959-4946-a245-dac6b14c465a,Irisalva Jerónimo,https://play-lh.googleusercontent.com/a-/AFdZucrrWFx91tsYXnEzzB84Wlyr-msfqZr2KF-jsPedig,"I like the app because allow me to keep track of my food routine and give the information about the protein, carbs that are in food.",4,22,6.0.4.9,2020-06-22 15:34:11,,,en,Ernährungstagebuch,most_relevant
714,246,f5bd259f-8733-4a65-81c0-9724444c2d15,it's ye&rim,https://play-lh.googleusercontent.com/a-/AFdZucrQXlUNs33CQuzCUHlGaQUdVigYFgsP6qkWj0g,"Wonderful application, I loved it❤🍁🌈",5,0,,2020-06-19 22:05:54,,,en,Ernährungstagebuch,most_relevant
715,136,aa92b842-a395-450a-985b-8bd08fc50d14,Lai Ching Chan,https://play-lh.googleusercontent.com/a/AItbvmlYjQ9Kpaa5xpr6GpxQhFcEak4HvSuo0--EmWg=mo,Great app! It would even be better to have more HK food 🐖,4,0,6.0.4.9,2020-06-12 02:17:18,,,en,Ernährungstagebuch,most_relevant
716,42,283bdcf9-488d-438d-8240-9f2c4a570408,Blackthree,https://play-lh.googleusercontent.com/a/AItbvml_oUf8J2kaEs6g9Bfq5hT2fANYVrIUmpqxRxoA=mo,Love the app. But increments on sliding calorie bar are usually too large. Need ability to fine tune.,4,15,6.0.4.9,2020-06-06 18:30:28,,,en,Ernährungstagebuch,most_relevant
717,18,76c470ba-7f70-4c21-9491-a0fd9af72523,Rita Smith,https://play-lh.googleusercontent.com/a/AItbvmncpz1jGt6BdY8vOQb9xavrYyvsNfM4ifBFZmj-=mo,"For the most part this program is good, but there are a few issue, such as today the weight area has a glitch that won't let me scroll and then it jumps all by itself too much and now I can't get back to today's entry. But overall this is the best that seems to meet my needs.",2,49,6.0.4.9,2020-06-02 23:05:47,,,en,Ernährungstagebuch,most_relevant
718,127,d79b8e19-74db-4104-b6ab-daf3315ac0bb,Damir Aharon Bek,https://play-lh.googleusercontent.com/a/AItbvmknyWN98tcI2G_xjNMrQ38iY_7c6vFeR10lLQcY=mo,"Great app , very easy to use , a lot of built-in recepis .",5,5,6.0.4.9,2020-06-01 09:42:43,,,en,Ernährungstagebuch,most_relevant
719,128,8968e182-b1da-4b7e-9411-d574339e0d36,Ana Arredondo,https://play-lh.googleusercontent.com/a/AItbvmkiS_C1hWiAr95MIcoi_rodWmBJf6NJQ9SwL04S=mo,I have tried a few apps to track my daily calorie intake and keep cpming back to this one...vey user friendly,5,3,6.0.4.9,2020-05-24 18:20:04,,,en,Ernährungstagebuch,most_relevant
720,291,338be82b-9b67-4254-9bdf-4452cdb0d62b,nico pico,https://play-lh.googleusercontent.com/a/AItbvmnNBaQ4UWqBLeBqFLqjmmGAXJ4mAtz2A_Um5NgM5A=mo,Eye opening experience,5,0,6.0.4.9,2020-05-24 14:50:23,,,en,Ernährungstagebuch,most_relevant
721,75,f215f474-5d9f-4711-97ea-6ca024224b38,Priyanka Charan,https://play-lh.googleusercontent.com/a-/AFdZucrN3pFxkdRcwFyKz-rOhuZTaR_Wkh-vdB1lxFRslg,It's a good app but would like if it had indian menu also..has helped me regulate my eating and has helped in my weight loss also.,5,7,6.0.4.9,2020-05-23 06:31:18,,,en,Ernährungstagebuch,most_relevant
722,210,3ad0f819-7bce-49ee-a7ad-8d5032bff401,Claire Hugg,https://play-lh.googleusercontent.com/a/AItbvmk8LfjE7XENTlletj6TXqRmDZtIK7DyanHo9KFw=mo,"Great app, easy to use.",5,0,6.0.4.9,2020-05-17 13:58:37,,,en,Ernährungstagebuch,most_relevant
723,153,0968c4e5-049d-404b-b651-e23847d57e22,Alexandra,https://play-lh.googleusercontent.com/a-/AFdZucp6cXM5eZxdC9uNm1m5D20Tk0yOwGlBz32OSfTdhQ,"The app it's easy. After a week you have to pay, that's why I uninstalled it",1,0,,2020-04-28 09:22:53,,,en,Ernährungstagebuch,most_relevant
724,227,c06bacc5-06d0-4f50-b1f3-15690f7fb95c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Just trying to remember it more still remember,5,0,6.0.4.9,2020-04-23 15:55:39,,,en,Ernährungstagebuch,most_relevant
725,157,f00930c5-7ddb-4716-9985-54b630be54aa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Easy to use, not at all complicated :)",5,5,6.0.4.9,2020-04-21 06:48:27,,,en,Ernährungstagebuch,most_relevant
726,72,7acb7869-c766-4236-8e76-d9bd6c9eac3b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"So far I am quite satisfied with a free version of the app, if the food I need is in the paid list I just create a new item and add nutrition facts from internet",5,1,,2020-04-09 02:53:05,,,en,Ernährungstagebuch,most_relevant
727,165,673f6c2d-a1bd-42a8-9518-7d399f8b1c61,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"i really love this app!! It's really simple, at least in my opinion :)",5,12,6.0.4.2,2020-04-05 18:38:43,,,en,Ernährungstagebuch,most_relevant
728,31,f1fa4ad3-a8e3-42b1-a6b8-d196b78fa030,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great to track macros. Easy to read report graph. Lots of foods already loaded and easy to add new food. Having trouble deleting something I entered inaccurately.,4,20,6.0.1.5,2020-03-28 16:09:17,,,en,Ernährungstagebuch,most_relevant
729,214,d085f033-ac1f-440c-b40b-956e0505af90,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Want you to pay for a lot of items...,1,0,6.0.1.5,2020-03-16 15:35:28,,,en,Ernährungstagebuch,most_relevant
730,225,33274fc1-bf46-4110-93db-838e216b2cbf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I want to try 7 days trial 1st.. but unable...,3,0,6.0.1.5,2020-02-29 04:54:11,"Hi, we would like to fix this. As we don't have your email address, can you please write to us at Daily.journal@outlook.com so that we can help you better. We look forward to your email.",2020-02-29 08:19:47,en,Ernährungstagebuch,most_relevant
731,329,2f0a4eb4-28af-4da5-8032-e0e6b7aea28f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very easy to use.,4,1,6.0.1.5,2020-02-27 18:39:27,,,en,Ernährungstagebuch,most_relevant
732,197,e0397562-a549-4f06-8b43-f8cea3d32e0f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great for tracking weight ......,4,9,6.0.1.5,2020-02-24 16:50:37,,,en,Ernährungstagebuch,most_relevant
733,207,3634dd5b-5b54-49e1-b682-65cf7d7d6627,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Easy and comfortable!,5,0,5.4.2.1,2020-02-24 16:17:03,,,en,Ernährungstagebuch,most_relevant
734,192,9dd669ca-ce18-46b8-b258-31f127390fb3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It is very helpful, and it is easy to use.",4,0,5.4.2.1,2020-02-16 22:11:03,,,en,Ernährungstagebuch,most_relevant
735,164,b5427a9b-4f43-4daa-bd68-a6183ce1b76d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Love this app easy to use and very functional,4,0,5.4.2.1,2020-02-11 08:15:53,,,en,Ernährungstagebuch,most_relevant
736,140,3919b68c-5e15-44f7-a8b6-5faa3e10c8c7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Quick and easy way to track calories,5,0,5.4.2.1,2020-02-07 18:58:29,,,en,Ernährungstagebuch,most_relevant
737,5,40596dc0-69ff-41a4-8da8-d54a2e4fdb1e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It looks great at just till the moment you start using it. I wanted some food diary with not only classic nutritional values (fat, carbs, fiber...), but also to track my vitamin intake. But... - If you wanna sign you cannot without trying 7 days trial. Why? - Far too many food is locked. - It's not possible to save custom food. Every time you have to fill it again. That's really stupid. - UI is buggy, not very well tested. (Invisible sliders, button outside of the screen...)",2,22,5.4.2.1,2020-02-01 11:04:00,,,en,Ernährungstagebuch,most_relevant
738,254,c3288475-19c2-48ac-8864-4ffd9a2a9152,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It is really helpfull!,5,0,5.4.2.1,2020-01-26 11:04:39,,,en,Ernährungstagebuch,most_relevant
739,232,76d8443c-2006-4e7b-a176-b689916ed411,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very easy to use,5,0,5.4.2.1,2020-01-24 17:29:38,,,en,Ernährungstagebuch,most_relevant
740,171,a48881a8-5f37-45de-9440-369bae6d6dc8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Soooo good. Using this for all my health and fitness goals,5,0,5.4.2.1,2020-01-18 19:23:43,,,en,Ernährungstagebuch,most_relevant
741,61,6ceb0ad1-7f19-4f93-9a5f-18e65f53fcba,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I love this app i use it helps me control. Bcs, i can see how many calories i consumed. Unfortunately, many quiet few items that i eat not in the app registry. Hopefully will be updated.",4,1,5.4.2.1,2020-01-17 04:59:11,,,en,Ernährungstagebuch,most_relevant
742,32,8d9ecfb3-2dc7-4525-a4d5-6abcf40c2f96,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app was confusing. I was not trying to count calories. I wanted to just have a visual of what I've eaten for the day. It didn't do either one right. It was just unnecessarily complicated. I just don't think this was for me,2,19,,2020-01-15 19:59:13,,,en,Ernährungstagebuch,most_relevant
743,34,a9a634ef-27bf-4648-9e39-bbe8e837ef72,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Really enjoying the app, easy to use and the adverts are not too intrusive. Easy to add items not on the list.",5,0,5.4.2.1,2020-01-04 09:05:11,,,en,Ernährungstagebuch,most_relevant
744,143,cada0abb-7da3-4525-bd45-4cbecaa97c77,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"You have to pay to put down some food items. That is so dumb, I am not going to pay just to put down food!😠😡",1,0,,2020-01-01 22:59:16,,,en,Ernährungstagebuch,most_relevant
745,147,5cbf3387-cf96-4103-9373-17532bcb45a0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Find another app. If you want something simple as Silk Creamer you need to sign up and pay $3.33 per month to unlock common foods.,1,0,,2019-12-31 17:25:00,,,en,Ernährungstagebuch,most_relevant
746,4,e88fcee0-8131-4a86-8e80-458ec63bdbae,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Generally happy. I like the simplicity and can add my own foods and recipes. I especially like the ability to export my journal entries, a feature lacking in almost every other app I've checked. What I don't like is the lack of a scanning feature and sometimes when choosing a food to journal, changing the amount can be bothersome. Seems to be some double entries in the foods database. Would like an easy manage system to clean it up.",4,51,5.4.2.1,2019-12-22 16:21:25,,,en,Ernährungstagebuch,most_relevant
747,89,02806c39-9053-4c58-9d7e-75f30dae8681,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nice and simple. You can edit the calories on what your eating (like if you add creamer to your coffee you can edit it to you everyday brew),5,1,5.4.2.1,2019-12-19 23:28:57,,,en,Ernährungstagebuch,most_relevant
748,145,c32fc08b-424f-46b8-bd9c-83a6102baf35,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Easy to use and has most foods listed.,5,0,5.4.2.1,2019-12-17 02:16:24,,,en,Ernährungstagebuch,most_relevant
749,281,2026a5f2-310c-4e1e-8a76-abe6e0cfa22f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It really helps me,5,0,5.4.2.1,2019-12-06 14:34:29,,,en,Ernährungstagebuch,most_relevant
750,156,967b6ef1-2042-43ed-bff9-6870c43fcba4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Not bad if u want to track calories but could be better,3,0,5.4.2.1,2019-12-01 09:13:14,,,en,Ernährungstagebuch,most_relevant
751,28,68a8efb9-dad6-4ebe-a1f2-ceea09b2e04b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The reporting is seriously lacking. The point of a good journal is to see what you have eaten over a period of time. This does show a calories consumer report but there is no way to see what you have been eating all week at a glance.,2,3,5.4.2.1,2019-11-30 10:09:03,,,en,Ernährungstagebuch,most_relevant
752,290,76512d9e-dffc-4870-923f-eea2905b5804,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great app best,5,0,,2019-11-25 15:21:54,,,en,Ernährungstagebuch,most_relevant
753,11,c223dd3f-37a9-47fa-ad64-4eb121bd8081,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"All the food I want to log are locked. It also wouldn't let me log two servings of food. So that is super annoying. It was awesome in the fact you could set it to track what you wanted to track, instead of just calories and losing weight.",3,2,,2019-11-21 22:02:35,,,en,Ernährungstagebuch,most_relevant
754,310,1b12ef64-5821-4d83-98a2-bad9b52663e0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's not free,2,0,5.4.2.1,2019-11-21 01:22:23,,,en,Ernährungstagebuch,most_relevant
755,283,974c2a14-4c98-411a-b95f-6b80d0668162,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Like this app very much,5,0,5.4.2.1,2019-11-20 04:09:46,,,en,Ernährungstagebuch,most_relevant
756,125,7a0c3b02-885a-4759-ac6e-b8db0cc0bba3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Works great for a free app. I dont have the paid version.,4,0,5.4.2.1,2019-11-18 18:16:55,,,en,Ernährungstagebuch,most_relevant
757,298,7bae7974-d7d4-48f7-b916-d15d89a1b612,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Paid app after trial,2,0,5.4.2.1,2019-11-14 20:00:55,,,en,Ernährungstagebuch,most_relevant
758,30,b73f2d56-eb15-403e-bb98-a086e7583abc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Free version seems pointless. Can not add or subtract ingredients; such as for sandwich. So nutrition and calories wouldn't be correct. Disappointing.,1,36,,2019-11-14 09:18:33,,,en,Ernährungstagebuch,most_relevant
759,25,76542631-c9ca-4017-8fba-6c8440962969,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great app for keeping track, and they have most foods in app already, just one suggestion, adding a calendar of some sort , to make it easier to backtrack and review.",4,24,5.4.2.1,2019-11-12 17:34:51,,,en,Ernährungstagebuch,most_relevant
760,6,320eaf8b-cae0-4a98-981a-94c6ebf80bf6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Well, all is ok but recently I found out that I had reached the top of available exercises or sth like that and now I can't add new exercises until I delete some previous ones. Also sometimes my menu just disappears! For example, all last-week menu is ok, except the menu for last Sunday that was auto-deleted and it wasn't the first time. Idk what it is but it annoys.",3,6,5.4.2.1,2019-11-12 05:25:11,,,en,Ernährungstagebuch,most_relevant
761,300,2d9d6068-9b62-4c97-a947-51a0c68da9fd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Set up for American users,3,0,,2019-11-11 16:24:41,,,en,Ernährungstagebuch,most_relevant
762,183,ac984532-22d1-4e71-a91b-26fbfb478d61,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Fantastic food and fitness,5,0,5.4.2.1,2019-11-08 16:17:46,,,en,Ernährungstagebuch,most_relevant
763,333,ddbc10a6-5099-4943-985c-6b9381072950,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Good, thanks",5,0,5.4.2.1,2019-11-05 17:29:34,,,en,Ernährungstagebuch,most_relevant
764,35,f4deed80-b842-47eb-ab7c-9674e897d431,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Simple to use. I had an epiphany when I discovered this app. It changed the way I eat and I became more mindful of my nutrition. Huge motivator. You must try it!,5,8,5.4.2.1,2019-11-03 10:56:15,,,en,Ernährungstagebuch,most_relevant
765,220,f569eafa-3850-460c-afc1-3e7f193ba898,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Really enjoying this app. Way better than WW,5,0,5.4.2.1,2019-10-29 15:43:52,,,en,Ernährungstagebuch,most_relevant
766,141,653ba712-5848-4024-93cb-eda887f01fa4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Simple and easy. Perfect for me to keep it going!,5,0,5.4.2.1,2019-10-22 13:27:17,,,en,Ernährungstagebuch,most_relevant
767,203,90af3dab-8a8b-418a-8b39-5a71228ce237,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very easy to use app,5,0,4.6.14,2019-10-19 08:56:26,,,en,Ernährungstagebuch,most_relevant
768,226,4a42b2c2-71ef-4063-a9a6-26bf4ddda124,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,New loyal user here. 5 stars for not demanding my email which I would never give.,5,0,5.4.2.1,2019-10-15 10:28:48,,,en,Ernährungstagebuch,most_relevant
769,341,4b8057f6-2a0d-42f1-9888-28cf489b88dd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great,5,0,5.4.2.1,2019-10-06 19:42:32,,,en,Ernährungstagebuch,most_relevant
770,342,9f2cc857-365e-4675-931b-5af8b58707a8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great,5,0,5.4.2.1,2019-10-04 14:53:59,,,en,Ernährungstagebuch,most_relevant
771,114,e1518c09-9609-4830-a814-b1841a160e37,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Good app, though some things are locked, you can take your own pic and create item too",4,1,5.4.2.1,2019-10-03 09:44:04,,,en,Ernährungstagebuch,most_relevant
772,287,bb8e56a6-556c-44e8-b9fc-23fbb77a94a4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love this app ❤️,5,0,5.4.2.1,2019-10-01 09:04:13,,,en,Ernährungstagebuch,most_relevant
773,234,88cf4fa8-4a46-4bf9-9ca1-36e6cdd4dc6f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app has help so much. This so easy to use.,5,0,5.4.2.1,2019-09-27 13:27:09,,,en,Ernährungstagebuch,most_relevant
774,82,18baeb50-fa6b-4229-9c18-d6ddb618ab14,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It works quite well, large food category. Easy to use. Wish I could send monthly reports to my doctor at the VA. Tom",5,3,5.4.2.1,2019-09-27 04:48:08,,,en,Ernährungstagebuch,most_relevant
775,50,710000e0-ad33-4dc6-af5c-e070106bb100,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Easy to use. Inexpensive. Not gimmicky. Very straightforward. A great tool to use in my health and fitness journey.,5,18,5.4.2.1,2019-09-26 12:40:49,,,en,Ernährungstagebuch,most_relevant
776,122,4df1eed4-578f-4a55-ae52-6c32e6daf5eb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Be honest. You can email a report if you sign in and if you sign in this app cost monthly. If you got a hide this fact till people have a small investment in time setting things up then you're being deceptive. Stop it.,1,2,,2019-09-25 13:59:33,,,en,Ernährungstagebuch,most_relevant
777,216,7e060fa7-b73d-401b-b8a9-0360778d8db8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great app, but no free activities.",4,0,5.4.2.1,2019-09-24 08:45:49,,,en,Ernährungstagebuch,most_relevant
778,265,f72ce98b-7b39-4740-a9f1-b0c0f1e603f2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Best way to have a record of i ate everyday,5,0,5.4.2.1,2019-09-18 12:33:30,,,en,Ernährungstagebuch,most_relevant
